,year,geo_lvl,geo_cd,geo_desc,plan_type,tot_opioid_clms,tot_clms,opioid_prscrbng_rate,opioid_prscrbng_rate_5y_chg,opioid_prscrbng_rate_1y_chg,la_tot_opioid_clms,la_opioid_prscrbng_rate,la_opioid_prscrbng_rate_5y_chg,la_opioid_prscrbng_rate_1y_chg
254,2020,State,35.0,New Mexico,MC,150784.0,4278981.0,3.52,-3.3,-0.49,4597.0,3.05,-1.62,-0.53
255,2020,State,36.0,New York,All,989308.0,61494381.0,1.61,-1.62,-0.13,73639.0,7.44,-1.36,-0.45
256,2020,State,36.0,New York,FFS,44888.0,6555191.0,0.68,-1.26,-0.27,5932.0,13.22,0.2,-0.51
257,2020,State,36.0,New York,MC,944420.0,54939190.0,1.72,-1.69,-0.13,67707.0,7.17,-1.32,-0.28
258,2020,State,37.0,North Carolina,All,455498.0,13806081.0,3.3,-3.75,-0.05,51418.0,11.29,1.97,-0.12
259,2020,State,37.0,North Carolina,FFS,455498.0,13806081.0,3.3,-3.75,-0.05,51418.0,11.29,1.97,-0.12
261,2020,State,38.0,North Dakota,All,27692.0,943905.0,2.93,-4.0,-0.19,828.0,2.99,-4.96,-0.18
262,2020,State,38.0,North Dakota,FFS,27660.0,868597.0,3.18,-2.58,0.41,828.0,2.99,-5.13,-0.06
263,2020,State,38.0,North Dakota,MC,32.0,75308.0,0.04,-8.67,-3.47,0.0,0.0,-7.79,-3.28
264,2020,State,39.0,Ohio,All,971893.0,39809507.0,2.44,-3.71,-0.09,46519.0,4.79,-0.31,-0.36
265,2020,State,39.0,Ohio,FFS,65954.0,3055997.0,2.16,-2.6,-0.17,5739.0,8.7,-0.07,0.44
266,2020,State,39.0,Ohio,MC,905939.0,36753510.0,2.46,-3.89,-0.08,40780.0,4.5,-0.2,-0.4
267,2020,State,40.0,Oklahoma,All,212083.0,4974334.0,4.26,-3.37,-0.16,16637.0,7.84,-0.62,-0.24
268,2020,State,40.0,Oklahoma,FFS,212083.0,4974334.0,4.26,-3.37,-0.16,16637.0,7.84,-0.62,-0.24
270,2020,State,41.0,Oregon,All,375868.0,9538960.0,3.94,-4.54,-0.22,45316.0,12.06,4.3,1.41
271,2020,State,41.0,Oregon,FFS,11075.0,2231708.0,0.5,-2.03,-0.39,359.0,3.24,-4.92,-12.33
272,2020,State,41.0,Oregon,MC,364793.0,7307252.0,4.99,-5.22,-0.14,44957.0,12.32,4.59,1.92
273,2020,State,42.0,Pennsylvania,All,498079.0,31203728.0,1.6,-4.41,-0.31,48656.0,9.77,1.11,0.05
274,2020,State,42.0,Pennsylvania,FFS,5455.0,486987.0,1.12,-3.07,-0.07,619.0,11.35,1.85,-4.29
275,2020,State,42.0,Pennsylvania,MC,492624.0,30716741.0,1.6,-4.5,-0.33,48037.0,9.75,1.12,0.13
276,2020,State,44.0,Rhode Island,All,66193.0,3131691.0,2.11,-2.77,-0.13,5698.0,8.61,2.13,0.44
277,2020,State,44.0,Rhode Island,FFS,1683.0,141839.0,1.19,-2.25,-0.11,170.0,10.1,-1.13,-2.83
278,2020,State,44.0,Rhode Island,MC,64510.0,2989852.0,2.16,-2.84,-0.13,5528.0,8.57,2.35,0.53
279,2020,State,45.0,South Carolina,All,152339.0,6456423.0,2.36,-4.18,-0.39,11997.0,7.88,1.53,0.62
280,2020,State,45.0,South Carolina,FFS,22951.0,1042420.0,2.2,-2.06,-0.08,2149.0,9.36,1.36,0.6
281,2020,State,45.0,South Carolina,MC,129388.0,5414003.0,2.39,-4.64,-0.46,9848.0,7.61,1.48,0.6
282,2020,State,46.0,South Dakota,All,24273.0,846574.0,2.87,-3.19,-0.17,2302.0,9.48,0.13,-0.46
283,2020,State,46.0,South Dakota,FFS,24273.0,846574.0,2.87,-3.19,-0.17,2302.0,9.48,0.13,-0.46
285,2020,State,47.0,Tennessee,All,521007.0,13468682.0,3.87,-3.92,1.43,229213.0,43.99,37.16,40.35
286,2020,State,47.0,Tennessee,FFS,289074.0,12035840.0,2.4,-5.68,-0.23,10812.0,3.74,-3.09,0.02
288,2020,State,48.0,Texas,All,636819.0,26220306.0,2.43,-1.41,-0.03,28037.0,4.4,-0.51,0.0
289,2020,State,48.0,Texas,FFS,9150.0,744641.0,1.23,-0.49,-0.62,386.0,4.22,-0.16,0.72
290,2020,State,48.0,Texas,MC,627669.0,25475665.0,2.46,-1.69,-0.01,27651.0,4.41,-0.53,-0.01
291,2020,State,49.0,Utah,All,124866.0,3056343.0,4.09,-3.64,-0.22,11087.0,8.88,-2.07,-0.7
292,2020,State,49.0,Utah,FFS,22638.0,1327112.0,1.71,-3.35,-0.77,1313.0,5.8,-4.74,0.21
293,2020,State,49.0,Utah,MC,102228.0,1729231.0,5.91,-4.13,-0.17,9774.0,9.56,-1.57,-1.59
294,2020,State,50.0,Vermont,All,42788.0,1455947.0,2.94,-4.09,-0.27,6278.0,14.67,0.71,-0.05
297,2020,State,51.0,Virginia,All,2421644.0,18861371.0,12.84,7.12,2.49,2081400.0,85.95,78.69,5.5
298,2020,State,51.0,Virginia,FFS,55723.0,389860.0,14.29,10.86,-3.49,51096.0,91.7,84.25,-0.23
299,2020,State,51.0,Virginia,MC,2365921.0,18471511.0,12.81,6.65,2.73,2030304.0,85.81,78.57,6.09
300,2020,State,53.0,Washington,All,522028.0,13589083.0,3.84,-4.27,-0.24,41223.0,7.9,-1.44,-0.28
301,2020,State,53.0,Washington,FFS,22465.0,626837.0,3.58,-6.6,-2.84,1249.0,5.56,-1.6,1.38
302,2020,State,53.0,Washington,MC,499563.0,12962246.0,3.85,-3.97,-0.08,39974.0,8.0,-1.73,-0.6
303,2020,State,54.0,West Virginia,All,167406.0,8518818.0,1.97,-3.63,-0.18,7012.0,4.19,-0.72,0.36
306,2020,State,55.0,Wisconsin,All,483262.0,10569244.0,4.57,-3.94,-0.14,109991.0,22.76,7.56,1.98
307,2020,State,55.0,Wisconsin,FFS,483262.0,10569244.0,4.57,-3.96,-0.14,109991.0,22.76,7.62,1.97
309,2020,State,56.0,Wyoming,All,17835.0,413199.0,4.32,-3.0,-0.11,2107.0,11.81,2.11,0.96
310,2020,State,56.0,Wyoming,FFS,17835.0,413199.0,4.32,-3.0,-0.11,2107.0,11.81,2.11,0.96
315,2019,State,1.0,Alabama,All,224307.0,7229386.0,3.1,-3.23,-1.08,10307.0,4.6,0.16,0.48
316,2019,State,1.0,Alabama,FFS,224307.0,7229386.0,3.1,-3.23,-1.08,10307.0,4.6,0.16,0.48
318,2019,State,2.0,Alaska,All,65389.0,1433657.0,4.56,-3.33,-1.2,8268.0,12.64,0.88,-0.71
319,2019,State,2.0,Alaska,FFS,65389.0,1433657.0,4.56,-3.33,-1.2,8268.0,12.64,0.88,-0.71
321,2019,State,4.0,Arizona,All,595124.0,14954631.0,3.98,-5.15,-0.76,44314.0,7.45,-2.78,-0.51
322,2019,State,4.0,Arizona,FFS,9717.0,149080.0,6.52,-9.48,-2.37,591.0,6.08,-2.32,0.19
323,2019,State,4.0,Arizona,MC,585407.0,14805551.0,3.95,-5.12,-0.75,43723.0,7.47,-2.79,-0.53
324,2019,State,5.0,Arkansas,All,216695.0,5017840.0,4.32,-3.12,-0.88,8129.0,3.75,-0.35,-1.06
325,2019,State,5.0,Arkansas,FFS,203686.0,4251478.0,4.79,-2.65,-0.41,7713.0,3.79,-0.31,-1.02
327,2019,State,6.0,California,All,2763904.0,86754095.0,3.19,-3.13,-0.59,174298.0,6.31,-0.06,-0.16
328,2019,State,6.0,California,FFS,672529.0,22698097.0,2.96,-2.77,-0.51,60072.0,8.93,0.4,-0.01
329,2019,State,6.0,California,MC,2091375.0,64055998.0,3.26,-3.45,-0.63,114226.0,5.46,0.31,-0.2
330,2019,State,8.0,Colorado,All,419271.0,7601683.0,5.52,-5.58,-1.15,38808.0,9.26,1.03,0.01
331,2019,State,8.0,Colorado,FFS,397708.0,7060304.0,5.63,-5.47,-1.13,36970.0,9.3,1.07,0.0
333,2019,State,9.0,Connecticut,All,294479.0,9250370.0,3.18,-3.56,-0.34,22998.0,7.81,-1.7,0.81
334,2019,State,9.0,Connecticut,FFS,294479.0,9250370.0,3.18,-3.56,-0.34,22998.0,7.81,-1.7,0.81
336,2019,State,10.0,Delaware,All,90200.0,2791832.0,3.23,-4.66,-0.89,14353.0,15.91,-0.96,-0.72
337,2019,State,10.0,Delaware,FFS,1042.0,58720.0,1.77,-6.74,-0.15,45.0,4.32,-12.55,1.64
339,2019,State,11.0,District of Columbia,All,59197.0,2129273.0,2.78,-2.33,-0.57,2366.0,4.0,-1.26,-0.23
340,2019,State,11.0,District of Columbia,FFS,25360.0,854530.0,2.97,-2.62,-0.28,1679.0,6.62,-2.67,-0.84
341,2019,State,11.0,District of Columbia,MC,33837.0,1274743.0,2.65,-2.15,-0.77,687.0,2.03,-0.27,0.0
342,2019,State,12.0,Florida,All,692903.0,26838208.0,2.58,-2.92,-0.58,49579.0,7.16,-1.2,0.1
343,2019,State,12.0,Florida,FFS,20316.0,1498836.0,1.36,-3.33,0.02,1666.0,8.2,0.95,1.07
344,2019,State,12.0,Florida,MC,672587.0,25339372.0,2.65,-3.33,-0.67,47913.0,7.12,-1.76,0.06
345,2019,State,13.0,Georgia,All,596565.0,15615850.0,3.82,-2.84,-0.47,35182.0,5.9,0.93,-0.08
346,2019,State,13.0,Georgia,FFS,350076.0,7159354.0,4.89,-2.64,-0.39,30615.0,8.75,1.29,-0.42
347,2019,State,13.0,Georgia,MC,246489.0,8456496.0,2.91,-2.95,-0.55,4567.0,1.85,-0.17,-0.1
348,2019,State,15.0,Hawaii,All,86100.0,2204037.0,3.91,-3.48,-0.68,7898.0,9.17,-1.71,-1.25
351,2019,State,16.0,Idaho,All,84108.0,2321760.0,3.62,-4.25,-0.49,6667.0,7.93,-1.33,-0.57
352,2019,State,16.0,Idaho,FFS,84108.0,2321760.0,3.62,-4.25,-0.49,6667.0,7.93,-1.33,-0.57
354,2019,State,17.0,Illinois,All,847346.0,25524683.0,3.32,-2.72,-0.48,28228.0,3.33,-0.36,-0.04
355,2019,State,17.0,Illinois,FFS,45095.0,2252638.0,2.0,-4.24,-1.1,1281.0,2.84,-0.51,-0.42
356,2019,State,17.0,Illinois,MC,802251.0,23272045.0,3.45,-2.06,-0.48,26947.0,3.36,-1.34,-0.02
357,2019,State,18.0,Indiana,All,544444.0,14845369.0,3.67,-4.4,-0.48,31327.0,5.75,-2.08,-0.19
358,2019,State,18.0,Indiana,FFS,47186.0,2047016.0,2.31,-5.9,-0.04,3926.0,8.32,0.49,-1.78
359,2019,State,18.0,Indiana,MC,497258.0,12798353.0,3.89,3.74,-0.51,27401.0,5.51,5.51,-0.11
360,2019,State,19.0,Iowa,All,274588.0,5888095.0,4.66,-1.86,0.0,126288.0,45.99,39.66,12.72
363,2019,State,20.0,Kansas,All,106610.0,3227787.0,3.3,-4.05,-1.23,8264.0,7.75,-2.33,-1.75
364,2019,State,20.0,Kansas,FFS,311.0,19415.0,1.6,-0.77,0.19,16.0,5.14,-2.74,-5.74
365,2019,State,20.0,Kansas,MC,106299.0,3208372.0,3.31,-4.05,-1.24,8248.0,7.76,-2.32,-1.74
366,2019,State,21.0,Kentucky,All,659805.0,22136780.0,2.98,-2.04,-0.56,17984.0,2.73,-2.14,-0.32
367,2019,State,21.0,Kentucky,FFS,10836.0,802618.0,1.35,-1.19,-0.84,665.0,6.14,-8.01,-0.29
368,2019,State,21.0,Kentucky,MC,648969.0,21334162.0,3.04,-2.24,-0.55,17319.0,2.67,-1.72,-0.3
369,2019,State,22.0,Louisiana,All,619395.0,19012647.0,3.26,-3.16,-0.64,14317.0,2.31,-0.93,0.2
370,2019,State,22.0,Louisiana,FFS,7459.0,766348.0,0.97,-4.29,-0.15,663.0,8.89,5.36,-1.89
371,2019,State,22.0,Louisiana,MC,611936.0,18246299.0,3.35,-4.23,-0.67,13654.0,2.23,-0.81,0.24
372,2019,State,23.0,Maine,All,71943.0,2109193.0,3.41,-2.96,-0.36,10105.0,14.05,1.56,-1.2
373,2019,State,23.0,Maine,FFS,71943.0,2109193.0,3.41,-2.96,-0.36,10105.0,14.05,1.56,-1.2
375,2019,State,24.0,Maryland,All,517154.0,13670866.0,3.78,-3.46,-0.52,53607.0,10.37,0.46,-0.37
376,2019,State,24.0,Maryland,FFS,24001.0,4537465.0,0.53,-1.13,-0.11,2782.0,11.59,-2.21,0.29
377,2019,State,24.0,Maryland,MC,493153.0,9133401.0,5.4,-4.31,-0.65,50825.0,10.31,0.7,-0.4
378,2019,State,25.0,Massachusetts,All,368830.0,16433581.0,2.24,-3.31,-0.38,35364.0,9.59,0.91,0.01
379,2019,State,25.0,Massachusetts,FFS,176076.0,7949272.0,2.22,-2.51,-0.33,17916.0,10.18,0.53,0.09
380,2019,State,25.0,Massachusetts,MC,192754.0,8484309.0,2.27,-4.01,-0.41,17448.0,9.05,1.03,-0.1
381,2019,State,26.0,Michigan,All,1038345.0,27327183.0,3.8,-5.17,-0.84,58580.0,5.64,-0.14,-0.12
382,2019,State,26.0,Michigan,FFS,85238.0,8498784.0,1.0,-2.33,-0.31,6754.0,7.92,0.92,0.27
383,2019,State,26.0,Michigan,MC,953107.0,18828399.0,5.06,-7.0,-1.09,51826.0,5.44,-0.16,-0.14
384,2019,State,27.0,Minnesota,All,320728.0,11421257.0,2.81,-3.66,-0.56,25444.0,7.93,0.27,-0.06
385,2019,State,27.0,Minnesota,FFS,45200.0,1914609.0,2.36,-3.24,-0.37,4093.0,9.06,0.41,-0.68
386,2019,State,27.0,Minnesota,MC,275528.0,9506648.0,2.9,-3.84,-0.6,21351.0,7.75,0.35,0.03
387,2019,State,28.0,Mississippi,All,196486.0,5353099.0,3.67,-3.61,-0.86,9215.0,4.69,1.19,0.03
388,2019,State,28.0,Mississippi,FFS,28803.0,924112.0,3.12,-0.83,-0.52,2099.0,7.29,3.55,0.18
389,2019,State,28.0,Mississippi,MC,167683.0,4428987.0,3.79,-6.51,-0.94,7116.0,4.24,0.83,0.01
390,2019,State,29.0,Missouri,All,354685.0,10938111.0,3.24,-3.4,-0.73,28104.0,7.92,-0.8,-1.24
391,2019,State,29.0,Missouri,FFS,354685.0,10938111.0,3.24,-3.4,-0.73,28104.0,7.92,-0.8,-1.24
393,2019,State,30.0,Montana,All,300501.0,3050400.0,9.85,1.7,0.37,181069.0,60.26,48.9,9.53
394,2019,State,30.0,Montana,FFS,300501.0,3050400.0,9.85,1.7,0.37,181069.0,60.26,48.9,9.53
396,2019,State,31.0,Nebraska,All,75085.0,2419773.0,3.1,-3.07,-0.82,8796.0,11.71,2.25,-0.55
397,2019,State,31.0,Nebraska,FFS,199.0,8834.0,2.25,-4.08,-1.8,16.0,8.04,-1.68,-4.24
398,2019,State,31.0,Nebraska,MC,74886.0,2410939.0,3.11,-0.31,-0.81,8780.0,11.72,10.57,-0.54
399,2019,State,32.0,Nevada,All,282623.0,5786403.0,4.88,-4.94,-0.58,24498.0,8.67,-0.12,-0.53
400,2019,State,32.0,Nevada,FFS,107665.0,1809377.0,5.95,-3.79,-0.6,12274.0,11.4,-0.7,-0.59
401,2019,State,32.0,Nevada,MC,174958.0,3977026.0,4.4,-5.51,-0.54,12224.0,6.99,1.46,-0.47
402,2019,State,33.0,New Hampshire,All,48672.0,2005884.0,2.43,-3.85,-0.22,6701.0,13.77,-0.37,-0.61
403,2019,State,33.0,New Hampshire,FFS,1216.0,46332.0,2.62,-3.6,-0.56,146.0,12.01,0.81,3.17
404,2019,State,33.0,New Hampshire,MC,47456.0,1959552.0,2.42,-3.87,-0.18,6555.0,13.81,-0.85,-1.27
405,2019,State,34.0,New Jersey,All,496198.0,18788625.0,2.64,-2.44,-0.31,41653.0,8.39,-0.01,-0.34
406,2019,State,34.0,New Jersey,FFS,10136.0,413950.0,2.45,-2.97,-0.52,2003.0,19.76,-1.39,0.05
407,2019,State,34.0,New Jersey,MC,486062.0,18374675.0,2.65,-2.41,-0.3,39650.0,8.16,0.67,-0.33
408,2019,State,35.0,New Mexico,All,202092.0,5018066.0,4.03,-3.78,-0.65,7305.0,3.61,-2.24,-0.28
409,2019,State,35.0,New Mexico,FFS,13402.0,317280.0,4.22,-5.29,-1.13,548.0,4.09,1.92,-0.11
410,2019,State,35.0,New Mexico,MC,188690.0,4700786.0,4.01,-3.76,-0.63,6757.0,3.58,-2.39,-0.29
411,2019,State,36.0,New York,All,1138548.0,65568118.0,1.74,-1.51,-0.26,89809.0,7.89,-1.24,-0.51
412,2019,State,36.0,New York,FFS,79663.0,8372224.0,0.95,-1.09,-0.05,10936.0,13.73,-1.25,-0.61
413,2019,State,36.0,New York,MC,1058885.0,57195894.0,1.85,-1.57,-0.27,78873.0,7.45,-1.19,-0.62
414,2019,State,37.0,North Carolina,All,520129.0,15514523.0,3.35,-3.98,-0.65,59322.0,11.41,2.23,0.41
415,2019,State,37.0,North Carolina,FFS,520129.0,15514523.0,3.35,-3.98,-0.65,59322.0,11.41,2.23,0.41
417,2019,State,38.0,North Dakota,All,29731.0,952654.0,3.12,-4.18,-0.71,942.0,3.17,-4.52,-1.17
418,2019,State,38.0,North Dakota,FFS,13977.0,503895.0,2.77,-3.66,-0.49,426.0,3.05,-5.03,-1.35
419,2019,State,38.0,North Dakota,MC,15754.0,448759.0,3.51,-6.45,-1.11,516.0,3.28,-3.63,-0.99
420,2019,State,39.0,Ohio,All,1063068.0,42058457.0,2.53,-4.6,-0.47,54705.0,5.15,-0.14,-0.22
421,2019,State,39.0,Ohio,FFS,77984.0,3345846.0,2.33,-3.33,-0.14,6442.0,8.26,-0.8,-1.1
422,2019,State,39.0,Ohio,MC,985084.0,38712611.0,2.54,-4.87,-0.51,48263.0,4.9,0.14,-0.2
423,2019,State,40.0,Oklahoma,All,236836.0,5356994.0,4.42,-3.91,-0.97,19148.0,8.08,1.03,-0.82
424,2019,State,40.0,Oklahoma,FFS,236836.0,5356994.0,4.42,-3.91,-0.97,19148.0,8.08,1.03,-0.82
426,2019,State,41.0,Oregon,All,381643.0,9178879.0,4.16,-5.29,-0.69,40658.0,10.65,2.72,4.38
427,2019,State,41.0,Oregon,FFS,18778.0,2102599.0,0.89,-2.33,-0.49,2923.0,15.57,8.15,-8.01
428,2019,State,41.0,Oregon,MC,362865.0,7076280.0,5.13,-6.44,-0.77,37735.0,10.4,2.42,5.36
429,2019,State,42.0,Pennsylvania,All,617650.0,32261732.0,1.91,-4.46,-0.84,60009.0,9.72,0.74,0.57
430,2019,State,42.0,Pennsylvania,FFS,10204.0,858779.0,1.19,-2.79,-0.2,1596.0,15.64,-0.45,-0.86
431,2019,State,42.0,Pennsylvania,MC,607446.0,31402953.0,1.93,-4.58,-0.87,58413.0,9.62,0.89,0.6
432,2019,State,44.0,Rhode Island,All,71802.0,3199058.0,2.24,-3.39,-0.28,5869.0,8.17,2.11,0.52
433,2019,State,44.0,Rhode Island,FFS,1957.0,151066.0,1.3,-3.03,-0.17,253.0,12.93,2.85,-1.53
434,2019,State,44.0,Rhode Island,MC,69845.0,3047992.0,2.29,-3.48,-0.27,5616.0,8.04,2.32,0.54
435,2019,State,45.0,South Carolina,All,178209.0,6473872.0,2.75,-4.36,-0.79,12930.0,7.26,1.38,-0.06
436,2019,State,45.0,South Carolina,FFS,25398.0,1114124.0,2.28,-2.47,-0.3,2225.0,8.76,1.74,0.2
437,2019,State,45.0,South Carolina,MC,152811.0,5359748.0,2.85,-4.77,-0.9,10705.0,7.01,1.29,-0.13
438,2019,State,46.0,South Dakota,All,26421.0,868851.0,3.04,-3.68,-0.67,2627.0,9.94,2.06,-0.04
439,2019,State,46.0,South Dakota,FFS,26421.0,868851.0,3.04,-3.68,-0.67,2627.0,9.94,2.06,-0.04
441,2019,State,47.0,Tennessee,All,341187.0,13992817.0,2.44,-5.21,-0.93,12411.0,3.64,-4.23,-0.45
442,2019,State,47.0,Tennessee,FFS,327769.0,12465957.0,2.63,-5.29,-0.93,12207.0,3.72,-4.15,-0.46
444,2019,State,48.0,Texas,All,731327.0,29774049.0,2.46,-2.05,-0.41,32193.0,4.4,0.11,-0.43
445,2019,State,48.0,Texas,FFS,14838.0,804046.0,1.85,-0.69,-0.51,519.0,3.5,-1.84,-0.29
446,2019,State,48.0,Texas,MC,716489.0,28970003.0,2.47,-2.45,-0.42,31674.0,4.42,0.25,-0.44
447,2019,State,49.0,Utah,All,113118.0,2623724.0,4.31,-3.76,-0.51,10832.0,9.58,-0.37,-0.79
448,2019,State,49.0,Utah,FFS,31985.0,1288696.0,2.48,-3.59,0.18,1789.0,5.59,-4.39,-2.06
449,2019,State,49.0,Utah,MC,81133.0,1335028.0,6.08,-3.76,-0.92,9043.0,11.15,1.22,0.0
450,2019,State,50.0,Vermont,All,47130.0,1466352.0,3.21,-4.93,-0.83,6938.0,14.72,0.57,-0.44
453,2019,State,51.0,Virginia,All,1753480.0,16947347.0,10.35,4.01,3.79,1410594.0,80.45,72.93,16.69
454,2019,State,51.0,Virginia,FFS,104328.0,586628.0,17.78,13.84,7.02,95912.0,91.93,81.97,5.98
455,2019,State,51.0,Virginia,MC,1649152.0,16360719.0,10.08,3.13,4.01,1314682.0,79.72,72.56,20.55
456,2019,State,53.0,Washington,All,575404.0,14095493.0,4.08,-4.92,-0.94,47048.0,8.18,-0.98,0.27
457,2019,State,53.0,Washington,FFS,54596.0,850991.0,6.42,-4.2,-1.93,2283.0,4.18,-4.14,0.13
458,2019,State,53.0,Washington,MC,520808.0,13244502.0,3.93,-4.79,-0.87,44765.0,8.6,-0.74,0.24
459,2019,State,54.0,West Virginia,All,198674.0,9252345.0,2.15,-4.75,-0.58,7602.0,3.83,-0.42,-0.21
462,2019,State,55.0,Wisconsin,All,501190.0,10639078.0,4.71,-4.15,-0.7,104147.0,20.78,6.62,0.92
463,2019,State,55.0,Wisconsin,FFS,497698.0,10559859.0,4.71,-4.16,-0.71,103465.0,20.79,6.7,0.95
464,2019,State,55.0,Wisconsin,MC,3492.0,79219.0,4.41,-3.36,-0.22,682.0,19.53,-5.42,-3.67
465,2019,State,56.0,Wyoming,All,19609.0,442330.0,4.43,-3.37,-0.51,2128.0,10.85,0.66,0.94
466,2019,State,56.0,Wyoming,FFS,19609.0,442330.0,4.43,-3.37,-0.51,2128.0,10.85,0.66,0.94
471,2018,State,1.0,Alabama,All,306105.0,7319465.0,4.18,-1.86,-0.67,12598.0,4.12,-0.21,-0.26
472,2018,State,1.0,Alabama,FFS,306105.0,7319465.0,4.18,-1.86,-0.67,12598.0,4.12,-0.21,-0.26
474,2018,State,2.0,Alaska,All,80390.0,1396466.0,5.76,-1.9,-0.75,10735.0,13.35,1.22,0.86
475,2018,State,2.0,Alaska,FFS,80390.0,1396466.0,5.76,-1.9,-0.75,10735.0,13.35,1.22,0.86
477,2018,State,4.0,Arizona,All,725158.0,15301206.0,4.74,-4.33,-1.29,57752.0,7.96,-2.91,-1.41
478,2018,State,4.0,Arizona,FFS,12439.0,139929.0,8.89,-5.91,-2.93,733.0,5.89,-3.63,0.0
479,2018,State,4.0,Arizona,MC,712719.0,15161277.0,4.7,-4.34,-1.28,57019.0,8.0,-2.88,-1.43
480,2018,State,5.0,Arkansas,All,256150.0,4922387.0,5.2,-1.42,-1.14,12308.0,4.81,0.42,-0.97
483,2018,State,6.0,California,All,3320845.0,87963110.0,3.78,-2.4,-0.69,214933.0,6.47,-1.09,-0.02
484,2018,State,6.0,California,FFS,821002.0,23671967.0,3.47,-1.91,-0.69,73401.0,8.94,-1.57,0.03
485,2018,State,6.0,California,MC,2499843.0,64291143.0,3.89,-2.88,-0.69,141532.0,5.66,-0.17,-0.04
486,2018,State,8.0,Colorado,All,526878.0,7893847.0,6.67,-4.39,-1.47,48730.0,9.25,-0.28,0.01
487,2018,State,8.0,Colorado,FFS,501250.0,7417273.0,6.76,-4.3,-1.4,46595.0,9.3,-0.23,-0.01
489,2018,State,9.0,Connecticut,All,328217.0,9331066.0,3.52,-3.5,-0.79,22988.0,7.0,-2.09,-1.09
490,2018,State,9.0,Connecticut,FFS,328217.0,9331066.0,3.52,-3.5,-0.79,22988.0,7.0,-2.09,-1.09
492,2018,State,10.0,Delaware,All,104507.0,2539681.0,4.12,-4.1,-0.37,17384.0,16.63,-0.31,-0.12
493,2018,State,10.0,Delaware,FFS,1379.0,71903.0,1.92,-6.83,-0.68,37.0,2.68,-14.26,-1.21
495,2018,State,11.0,District of Columbia,All,71366.0,2132075.0,3.35,-1.98,-0.47,3016.0,4.23,-0.87,-0.42
496,2018,State,11.0,District of Columbia,FFS,28855.0,887775.0,3.25,-2.3,-0.52,2154.0,7.46,-1.12,-0.33
497,2018,State,11.0,District of Columbia,MC,42511.0,1244300.0,3.42,-1.74,-0.44,862.0,2.03,-0.31,-0.47
498,2018,State,12.0,Florida,All,911893.0,28869504.0,3.16,-2.47,-0.93,64419.0,7.06,-1.02,0.11
499,2018,State,12.0,Florida,FFS,31910.0,2382591.0,1.34,-3.76,-0.48,2275.0,7.13,-0.47,0.62
500,2018,State,12.0,Florida,MC,879983.0,26486913.0,3.32,-3.11,-0.98,62144.0,7.06,-1.6,0.1
501,2018,State,13.0,Georgia,All,689370.0,16082175.0,4.29,-2.6,-0.88,41219.0,5.98,1.2,0.09
502,2018,State,13.0,Georgia,FFS,384864.0,7289055.0,5.28,-2.51,-0.73,35288.0,9.17,2.04,-0.1
503,2018,State,13.0,Georgia,MC,304506.0,8793120.0,3.46,-2.55,-1.0,5931.0,1.95,0.13,-0.14
504,2018,State,15.0,Hawaii,All,116284.0,2535314.0,4.59,-3.39,-0.9,12114.0,10.42,-0.22,-0.03
507,2018,State,16.0,Idaho,All,97329.0,2369819.0,4.11,-4.17,-1.17,8276.0,8.5,-0.66,-0.63
508,2018,State,16.0,Idaho,FFS,97329.0,2369819.0,4.11,-4.17,-1.17,8276.0,8.5,-0.66,-0.63
510,2018,State,17.0,Illinois,All,942603.0,24791764.0,3.8,-1.88,-0.91,31741.0,3.37,-0.79,-0.18
511,2018,State,17.0,Illinois,FFS,121354.0,3916690.0,3.1,-2.69,-1.65,3962.0,3.26,-0.53,0.21
512,2018,State,17.0,Illinois,MC,821249.0,20875074.0,3.93,-0.94,-0.77,27779.0,3.38,-4.22,-0.35
513,2018,State,18.0,Indiana,All,627549.0,15135474.0,4.15,-4.57,-1.13,37254.0,5.94,-2.62,0.17
516,2018,State,19.0,Iowa,All,235436.0,5053658.0,4.66,-1.37,0.1,78340.0,33.27,26.46,23.6
519,2018,State,20.0,Kansas,All,152010.0,3354085.0,4.53,-2.77,-1.3,14441.0,9.5,1.03,-0.77
520,2018,State,20.0,Kansas,FFS,285.0,20154.0,1.41,-3.61,-0.96,31.0,10.88,-2.78,-7.96
521,2018,State,20.0,Kansas,MC,151725.0,3333931.0,4.55,-2.93,-1.29,14410.0,9.5,1.3,-0.76
522,2018,State,21.0,Kentucky,All,802283.0,22679596.0,3.54,-1.74,-0.54,24448.0,3.05,-1.59,-0.13
523,2018,State,21.0,Kentucky,FFS,17173.0,784791.0,2.19,-0.9,-0.24,1105.0,6.43,-5.16,-0.62
524,2018,State,21.0,Kentucky,MC,785110.0,21894805.0,3.59,-2.17,-0.55,23343.0,2.97,-0.85,-0.12
525,2018,State,22.0,Louisiana,All,734775.0,18862930.0,3.9,-2.7,-1.11,15474.0,2.11,-1.11,-0.29
526,2018,State,22.0,Louisiana,FFS,9397.0,835841.0,1.12,-4.33,-0.41,1013.0,10.78,7.31,-1.18
527,2018,State,22.0,Louisiana,MC,725378.0,18027089.0,4.02,-3.94,-1.17,14461.0,1.99,-1.03,-0.27
528,2018,State,23.0,Maine,All,71780.0,1902774.0,3.77,-3.11,-0.27,10949.0,15.25,5.33,-0.25
